,Other,Recombinants,Delta,BA.1.X,BA.2.X,BA.2.12.X,BA.4.X,BA.5.X,XBB.X,XBB.1.5.X,BA.2.86.X,JN.1.X,KP.1.X,KP.2.X,KP.3.X,LB.1.3.X,LB.1.3.4.X,XEC.X,XEC.9.X,LP.8.X,BA.3.2.X
2021-12-16,0.0020023411764706236,0.002203457647058824,0.058815324705882355,0.9369695411764706,1.3882352941176472e-07,0.0,0.0,4.183529411764705e-06,2.3776470588235296e-06,2.085882352941176e-06,0.0,2.723529411764706e-07,0.0,4.529411764705883e-08,2.111764705882353e-07,0.0,0.0,2.0588235294117647e-08,0.0,0.0,0.0
2021-12-17,0.0020023411764706236,0.002203457647058824,0.058815324705882355,0.9369695411764706,1.3882352941176472e-07,0.0,0.0,4.183529411764705e-06,2.3776470588235296e-06,2.085882352941176e-06,0.0,2.723529411764706e-07,0.0,4.529411764705883e-08,2.111764705882353e-07,0.0,0.0,2.0588235294117647e-08,0.0,0.0,0.0
2021-12-18,0.0020023411764706236,0.002203457647058824,0.058815324705882355,0.9369695411764706,1.3882352941176472e-07,0.0,0.0,4.183529411764705e-06,2.3776470588235296e-06,2.085882352941176e-06,0.0,2.723529411764706e-07,0.0,4.529411764705883e-08,2.111764705882353e-07,0.0,0.0,2.0588235294117647e-08,0.0,0.0,0.0
2021-12-19,0.0020023411764706236,0.002203457647058824,0.058815324705882355,0.9369695411764706,1.3882352941176472e-07,0.0,0.0,4.183529411764705e-06,2.3776470588235296e-06,2.085882352941176e-06,0.0,2.723529411764706e-07,0.0,4.529411764705883e-08,2.111764705882353e-07,0.0,0.0,2.0588235294117647e-08,0.0,0.0,0.0
2021-12-20,0.0020023411764706236,0.002203457647058824,0.058815324705882355,0.9369695411764706,1.3882352941176472e-07,0.0,0.0,4.183529411764705e-06,2.3776470588235296e-06,2.085882352941176e-06,0.0,2.723529411764706e-07,0.0,4.529411764705883e-08,2.111764705882353e-07,0.0,0.0,2.0588235294117647e-08,0.0,0.0,0.0
2021-12-21,0.0022536006666666994,0.0024972520000000006,0.06665736800000001,0.9285811993333334,1.5733333333333337e-07,0.0,0.0,4.741333333333332e-06,2.6946666666666672e-06,2.364e-06,0.0,3.086666666666667e-07,0.0,5.133333333333334e-08,2.3933333333333333e-07,0.0,0.0,2.3333333333333334e-08,0.0,0.0,0.0
2021-12-22,0.03062541000000003,0.008619151666666668,9.083333333333333e-08,0.9606312141666665,7.734583333333331e-05,2.873333333333333e-06,8.6075e-06,2.2847499999999998e-05,7.298333333333332e-06,4.462499999999999e-06,0.0,3.858333333333333e-07,0.0,6.416666666666667e-08,2.4833333333333327e-07,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-23,0.03062541000000003,0.008619151666666668,9.083333333333333e-08,0.9606312141666665,7.734583333333331e-05,2.873333333333333e-06,8.6075e-06,2.2847499999999998e-05,7.298333333333332e-06,4.462499999999999e-06,0.0,3.858333333333333e-07,0.0,6.416666666666667e-08,2.4833333333333327e-07,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-24,0.03062541000000003,0.008619151666666668,9.083333333333333e-08,0.9606312141666665,7.734583333333331e-05,2.873333333333333e-06,8.6075e-06,2.2847499999999998e-05,7.298333333333332e-06,4.462499999999999e-06,0.0,3.858333333333333e-07,0.0,6.416666666666667e-08,2.4833333333333327e-07,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-25,0.03062541000000003,0.008619151666666668,9.083333333333333e-08,0.9606312141666665,7.734583333333331e-05,2.873333333333333e-06,8.6075e-06,2.2847499999999998e-05,7.298333333333332e-06,4.462499999999999e-06,0.0,3.858333333333333e-07,0.0,6.416666666666667e-08,2.4833333333333327e-07,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-26,0.03062541000000003,0.008619151666666668,9.083333333333333e-08,0.9606312141666665,7.734583333333331e-05,2.873333333333333e-06,8.6075e-06,2.2847499999999998e-05,7.298333333333332e-06,4.462499999999999e-06,0.0,3.858333333333333e-07,0.0,6.416666666666667e-08,2.4833333333333327e-07,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-27,0.03062541000000003,0.008619151666666668,9.083333333333333e-08,0.9606312141666665,7.734583333333331e-05,2.873333333333333e-06,8.6075e-06,2.2847499999999998e-05,7.298333333333332e-06,4.462499999999999e-06,0.0,3.858333333333333e-07,0.0,6.416666666666667e-08,2.4833333333333327e-07,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-28,0.10760990153846149,0.047073589230769236,1.0492307692307696e-05,0.8434903792307692,0.0017050115384615384,2.6523076923076923e-06,7.945384615384616e-06,8.391e-05,6.76923076923077e-06,9.142307692307693e-06,0.0,0.0,0.0,0.0,2.0692307692307694e-07,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-29,0.1518487255555555,0.06389858666666667,1.5071111111111114e-05,0.7816198333333334,0.0024627166666666665,3.831111111111111e-06,1.1476666666666668e-05,0.00012108666666666665,5.561111111111111e-06,1.3111111111111113e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-30,0.13722970499999992,0.067645627,1.3564e-05,0.754969864,0.039977659,9.024999999999997e-06,1.3826e-05,0.00012068699999999996,8.242999999999999e-06,1.1799999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,0.13722970499999992,0.067645627,1.3564e-05,0.754969864,0.039977659,9.024999999999997e-06,1.3826e-05,0.00012068699999999996,8.242999999999999e-06,1.1799999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.13722970499999992,0.067645627,1.3564e-05,0.754969864,0.039977659,9.024999999999997e-06,1.3826e-05,0.00012068699999999996,8.242999999999999e-06,1.1799999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02,0.13722970499999992,0.067645627,1.3564e-05,0.754969864,0.039977659,9.024999999999997e-06,1.3826e-05,0.00012068699999999996,8.242999999999999e-06,1.1799999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,0.13722970499999992,0.067645627,1.3564e-05,0.754969864,0.039977659,9.024999999999997e-06,1.3826e-05,0.00012068699999999996,8.242999999999999e-06,1.1799999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,0.1354508141666666,0.10110677666666666,0.014663759166666667,0.5801703041666667,0.1684196916666667,1.1869166666666666e-05,1.480166666666667e-05,0.0001366175,9.67e-06,1.3530833333333334e-05,2.165e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,0.11614142214285711,0.12631621642857144,0.01257473785714286,0.5399137207142858,0.20483910214285722,1.4284285714285715e-05,1.735857142857143e-05,0.0001615264285714286,8.489285714285716e-06,9.389285714285716e-06,1.8557142857142859e-06,1.6664285714285716e-06,0.0,0.0,2.3071428571428574e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,0.11614142214285711,0.12631621642857144,0.01257473785714286,0.5399137207142858,0.20483910214285722,1.4284285714285715e-05,1.735857142857143e-05,0.0001615264285714286,8.489285714285716e-06,9.389285714285716e-06,1.8557142857142859e-06,1.6664285714285716e-06,0.0,0.0,2.3071428571428574e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07,0.11614142214285711,0.12631621642857144,0.01257473785714286,0.5399137207142858,0.20483910214285722,1.4284285714285715e-05,1.735857142857143e-05,0.0001615264285714286,8.489285714285716e-06,9.389285714285716e-06,1.8557142857142859e-06,1.6664285714285716e-06,0.0,0.0,2.3071428571428574e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08,0.11614142214285711,0.12631621642857144,0.01257473785714286,0.5399137207142858,0.20483910214285722,1.4284285714285715e-05,1.735857142857143e-05,0.0001615264285714286,8.489285714285716e-06,9.389285714285716e-06,1.8557142857142859e-06,1.6664285714285716e-06,0.0,0.0,2.3071428571428574e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09,0.11614142214285711,0.12631621642857144,0.01257473785714286,0.5399137207142858,0.20483910214285722,1.4284285714285715e-05,1.735857142857143e-05,0.0001615264285714286,8.489285714285716e-06,9.389285714285716e-06,1.8557142857142859e-06,1.6664285714285716e-06,0.0,0.0,2.3071428571428574e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10,0.11614142214285711,0.12631621642857144,0.01257473785714286,0.5399137207142858,0.20483910214285722,1.4284285714285715e-05,1.735857142857143e-05,0.0001615264285714286,8.489285714285716e-06,9.389285714285716e-06,1.8557142857142859e-06,1.6664285714285716e-06,0.0,0.0,2.3071428571428574e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11,0.10840860933333331,0.11900513066666667,0.011736422,0.5039194726666667,0.2567246453333334,1.3331999999999999e-05,1.6993333333333336e-05,0.00015520533333333335,7.923333333333334e-06,8.763333333333333e-06,1.7319999999999999e-06,1.5553333333333332e-06,0.0,0.0,2.1533333333333333e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12,0.09036542444444438,0.09919038666666666,0.009780351666666664,0.42026960499999994,0.3801899105555555,1.4776666666666665e-05,1.8311666666666666e-05,0.00014592277777777772,1.2656666666666664e-05,8.498888888888887e-06,1.443333333333333e-06,2.2911111111111105e-06,0.0,0.0,4.205555555555555e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-13,0.09036542444444438,0.09919038666666666,0.009780351666666664,0.42026960499999994,0.3801899105555555,1.4776666666666665e-05,1.8311666666666666e-05,0.00014592277777777772,1.2656666666666664e-05,8.498888888888887e-06,1.443333333333333e-06,2.2911111111111105e-06,0.0,0.0,4.2055555555555543e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-14,0.09036542444444438,0.09919038666666666,0.009780351666666664,0.42026960499999994,0.3801899105555555,1.4776666666666665e-05,1.8311666666666666e-05,0.00014592277777777772,1.2656666666666664e-05,8.498888888888887e-06,1.443333333333333e-06,2.2911111111111105e-06,0.0,0.0,4.2055555555555543e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-15,0.09036542444444438,0.09919038666666666,0.009780351666666664,0.42026960499999994,0.3801899105555555,1.4776666666666665e-05,1.8311666666666666e-05,0.00014592277777777772,1.2656666666666664e-05,8.498888888888887e-06,1.443333333333333e-06,2.2911111111111105e-06,0.0,0.0,4.2055555555555543e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-16,0.09036542444444438,0.09919038666666666,0.009780351666666664,0.42026960499999994,0.3801899105555555,1.4776666666666665e-05,1.8311666666666666e-05,0.00014592277777777772,1.2656666666666664e-05,8.498888888888887e-06,1.443333333333333e-06,2.2911111111111105e-06,0.0,0.0,4.2055555555555543e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-17,0.09036542444444438,0.09919038666666666,0.009780351666666664,0.42026960499999994,0.3801899105555555,1.4776666666666665e-05,1.8311666666666666e-05,0.00014592277777777772,1.2656666666666664e-05,8.498888888888887e-06,1.443333333333333e-06,2.2911111111111105e-06,0.0,0.0,4.2055555555555543e-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-18,0.08564628157894734,0.0939941647368421,0.009266969473684212,0.39815497368421054,0.41269343473684217,1.3998947368421054e-05,3.725052631578947e-05,0.00015807157894736842,1.5234736842105264e-05,1.2363157894736843e-05,1.3673684210526316e-06,2.5826315789473683e-06,5.642105263157895e-07,0.0,2.742631578947368e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-19,0.06471993949999996,0.15806271849999998,0.0088049855,0.326040046,0.4420645039999999,3.1749e-05,4.553149999999999e-05,0.00017886499999999995,2.1158499999999994e-05,1.4220499999999999e-05,1.9304999999999996e-06,5.336999999999999e-06,1.9029999999999996e-06,0.0,7.111499999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-20,0.06471993949999996,0.15806271849999998,0.0088049855,0.326040046,0.4420645039999999,3.1749e-05,4.553149999999999e-05,0.00017886499999999995,2.1158499999999994e-05,1.4220499999999999e-05,1.9304999999999996e-06,5.336999999999999e-06,1.9029999999999996e-06,0.0,7.111499999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-21,0.06471993949999996,0.15806271849999998,0.0088049855,0.326040046,0.4420645039999999,3.1749e-05,4.553149999999999e-05,0.00017886499999999995,2.1158499999999994e-05,1.4220499999999999e-05,1.9304999999999996e-06,5.336999999999999e-06,1.9029999999999996e-06,0.0,7.111499999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-22,0.06471993949999996,0.15806271849999998,0.0088049855,0.326040046,0.4420645039999999,3.1749e-05,4.553149999999999e-05,0.00017886499999999995,2.1158499999999994e-05,1.4220499999999999e-05,1.9304999999999996e-06,5.336999999999999e-06,1.9029999999999996e-06,0.0,7.111499999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-23,0.06471993949999996,0.15806271849999998,0.0088049855,0.326040046,0.4420645039999999,3.1749e-05,4.553149999999999e-05,0.00017886499999999995,2.1158499999999994e-05,1.4220499999999999e-05,1.9304999999999996e-06,5.336999999999999e-06,1.9029999999999996e-06,0.0,7.111499999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-24,0.06471993949999996,0.15806271849999998,0.0088049855,0.326040046,0.4420645039999999,3.1749e-05,4.553149999999999e-05,0.00017886499999999995,2.1158499999999994e-05,1.4220499999999999e-05,1.9304999999999996e-06,5.336999999999999e-06,1.9029999999999996e-06,0.0,7.111499999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-25,0.06973086055555552,0.14774499277777772,0.009778191666666665,0.28243058611111105,0.49000735222222214,3.527666666666666e-05,5.059055555555554e-05,0.00016534111111111106,2.6666111111111104e-05,1.205111111111111e-05,2.1449999999999994e-06,5.929999999999999e-06,2.114444444444444e-06,0.0,7.901666666666666e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-26,0.0997132958333333,0.14705627708333327,0.007333670416666664,0.24392347041666654,0.5017069299999999,3.148874999999999e-05,5.464624999999999e-05,0.0001335108333333333,2.4035416666666657e-05,9.072916666666662e-06,1.6087499999999994e-06,4.469166666666665e-06,1.5858333333333327e-06,0.0,5.938333333333332e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-27,0.10380263391304347,0.14904268086956518,0.007652525652173912,0.23213231086956518,0.5071023556521739,3.0433043478260866e-05,5.550173913043478e-05,0.00013422478260869563,2.367260869565217e-05,9.467391304347826e-06,1.6786956521739126e-06,4.663478260869565e-06,1.6547826086956519e-06,0.0,6.196521739130435e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-28,0.10380263391304347,0.14904268086956518,0.007652525652173912,0.23213231086956518,0.5071023556521739,3.0433043478260866e-05,5.550173913043478e-05,0.00013422478260869563,2.367260869565217e-05,9.467391304347826e-06,1.6786956521739126e-06,4.663478260869565e-06,1.6547826086956519e-06,0.0,6.196521739130435e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-29,0.10380263391304347,0.14904268086956518,0.007652525652173912,0.23213231086956518,0.5071023556521739,3.0433043478260866e-05,5.550173913043478e-05,0.00013422478260869563,2.367260869565217e-05,9.467391304347826e-06,1.6786956521739126e-06,4.663478260869565e-06,1.6547826086956519e-06,0.0,6.196521739130435e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-30,0.10380263391304347,0.14904268086956518,0.007652525652173912,0.23213231086956518,0.5071023556521739,3.0433043478260866e-05,5.550173913043478e-05,0.00013422478260869563,2.367260869565217e-05,9.467391304347826e-06,1.6786956521739126e-06,4.663478260869565e-06,1.6547826086956519e-06,0.0,6.196521739130435e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-31,0.10380263391304347,0.14904268086956518,0.007652525652173912,0.23213231086956518,0.5071023556521739,3.0433043478260866e-05,5.550173913043478e-05,0.00013422478260869563,2.367260869565217e-05,9.467391304347826e-06,1.6786956521739126e-06,4.663478260869565e-06,1.6547826086956519e-06,0.0,6.196521739130435e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.11440765636363631,0.13143353636363633,1.8029999999999995e-05,0.22394791590909088,0.5299192877272726,2.944454545454545e-05,6.1885e-05,0.0001356063636363636,2.322090909090909e-05,9.759090909090908e-06,5.74090909090909e-07,4.875454545454545e-06,1.7299999999999995e-06,0.0,6.478181818181817e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-02,0.11983853904761903,0.15108639428571424,2.004571428571428e-05,0.06731928857142855,0.6614439257142857,3.355952380952381e-05,6.768523809523808e-05,0.0001419538095238095,2.5388571428571428e-05,1.0176190476190475e-05,6.014285714285713e-07,3.996666666666666e-06,1.812380952380952e-06,0.0,6.632857142857142e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-03,0.11983853904761903,0.15108639428571424,2.004571428571428e-05,0.06731928857142855,0.6614439257142857,3.355952380952381e-05,6.768523809523808e-05,0.0001419538095238095,2.5388571428571428e-05,1.0176190476190475e-05,6.014285714285713e-07,3.996666666666666e-06,1.812380952380952e-06,0.0,6.632857142857142e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-04,0.11983853904761903,0.15108639428571424,2.004571428571428e-05,0.06731928857142855,0.6614439257142857,3.355952380952381e-05,6.768523809523808e-05,0.0001419538095238095,2.5388571428571428e-05,1.0176190476190475e-05,6.014285714285713e-07,3.996666666666666e-06,1.812380952380952e-06,0.0,6.632857142857142e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-05,0.11983853904761903,0.15108639428571424,2.004571428571428e-05,0.06731928857142855,0.6614439257142857,3.355952380952381e-05,6.768523809523808e-05,0.0001419538095238095,2.5388571428571428e-05,1.0176190476190475e-05,6.014285714285713e-07,3.996666666666666e-06,1.812380952380952e-06,0.0,6.632857142857142e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,0.11983853904761903,0.15108639428571424,2.004571428571428e-05,0.06731928857142855,0.6614439257142857,3.355952380952381e-05,6.768523809523808e-05,0.0001419538095238095,2.5388571428571428e-05,1.0176190476190475e-05,6.014285714285713e-07,3.996666666666666e-06,1.812380952380952e-06,0.0,6.632857142857142e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-07,0.11983853904761903,0.15108639428571424,2.004571428571428e-05,0.06731928857142855,0.6614439257142857,3.355952380952381e-05,6.768523809523808e-05,0.0001419538095238095,2.5388571428571428e-05,1.0176190476190475e-05,6.014285714285713e-07,3.996666666666666e-06,1.812380952380952e-06,0.0,6.632857142857142e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,0.1258230045,0.15780821750000001,2.1048e-05,0.07068525299999999,0.6453600095,3.52375e-05,7.04755e-05,0.000145716,2.6658000000000005e-05,1.0685e-05,6.315e-07,4.1965e-06,1.9029999999999998e-06,0.0,6.9645e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-09,0.12590192900000008,0.15809013150000004,2.34e-05,0.0703822335,0.641701426,0.0035744210000000004,0.00011610050000000004,0.00015888800000000001,2.927900000000001e-05,9.608500000000003e-06,6.315000000000001e-07,3.3010000000000002e-06,1.9030000000000002e-06,0.0,6.747500000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-10,0.12590192900000005,0.1580901315,2.3399999999999996e-05,0.07038223349999999,0.641701426,0.003574421,0.00011610050000000001,0.000158888,2.9279000000000002e-05,9.608500000000001e-06,6.315e-07,3.301e-06,1.9029999999999998e-06,0.0,6.7475e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-11,0.12590192900000005,0.1580901315,2.3399999999999996e-05,0.07038223349999999,0.641701426,0.003574421,0.00011610050000000001,0.000158888,2.9279000000000002e-05,9.608500000000001e-06,6.315e-07,3.301e-06,1.9029999999999998e-06,0.0,6.7475e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-12,0.12590192900000005,0.1580901315,2.3399999999999996e-05,0.07038223349999999,0.641701426,0.003574421,0.00011610050000000001,0.000158888,2.9279000000000002e-05,9.608500000000001e-06,6.315e-07,3.301e-06,1.9029999999999998e-06,0.0,6.7475e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-13,0.12590192900000005,0.1580901315,2.3399999999999996e-05,0.07038223349999999,0.641701426,0.003574421,0.00011610050000000001,0.000158888,2.9279000000000002e-05,9.608500000000001e-06,6.315e-07,3.301e-06,1.9029999999999998e-06,0.0,6.7475e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-14,0.12590192900000005,0.1580901315,2.3399999999999996e-05,0.07038223349999999,0.641701426,0.003574421,0.00011610050000000001,0.000158888,2.9279000000000002e-05,9.608500000000001e-06,6.315e-07,3.301e-06,1.9029999999999998e-06,0.0,6.7475e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-15,0.11996868904761906,0.19795779619047615,0.0001474033333333333,0.06702633619047617,0.6110978314285713,0.003434515714285714,0.00010607571428571428,0.00019930523809523804,4.2790952380952376e-05,7.2409523809523795e-06,6.014285714285713e-07,2.770952380952381e-06,1.3019047619047616e-06,0.0,7.3409523809523794e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-16,0.13988551388888892,0.15087062555555553,0.00017045444444444444,0.04741433888888888,0.6573341027777777,0.0039845194444444445,0.00010674611111111113,0.00018558499999999997,3.986277777777778e-05,4.664444444444445e-06,0.0,2.8888888888888887e-08,0.0,0.0,3.5577777777777772e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-17,0.13988551388888892,0.15087062555555553,0.00017045444444444444,0.04741433888888888,0.6573341027777777,0.0039845194444444445,0.00010674611111111113,0.00018558499999999997,3.986277777777778e-05,4.664444444444445e-06,0.0,2.8888888888888887e-08,0.0,0.0,3.5577777777777772e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,0.13988551388888892,0.15087062555555553,0.00017045444444444444,0.04741433888888888,0.6573341027777777,0.0039845194444444445,0.00010674611111111113,0.00018558499999999997,3.986277777777778e-05,4.664444444444445e-06,0.0,2.8888888888888887e-08,0.0,0.0,3.5577777777777772e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,0.13988551388888892,0.15087062555555553,0.00017045444444444444,0.04741433888888888,0.6573341027777777,0.0039845194444444445,0.00010674611111111113,0.00018558499999999997,3.986277777777778e-05,4.664444444444445e-06,0.0,2.8888888888888887e-08,0.0,0.0,3.5577777777777772e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,0.13988551388888892,0.15087062555555553,0.00017045444444444444,0.04741433888888888,0.6573341027777777,0.0039845194444444445,0.00010674611111111113,0.00018558499999999997,3.986277777777778e-05,4.664444444444445e-06,0.0,2.8888888888888887e-08,0.0,0.0,3.5577777777777772e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-21,0.13988551388888892,0.15087062555555553,0.00017045444444444444,0.04741433888888888,0.6573341027777777,0.0039845194444444445,0.00010674611111111113,0.00018558499999999997,3.986277777777778e-05,4.664444444444445e-06,0.0,2.8888888888888887e-08,0.0,0.0,3.5577777777777772e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-22,0.0847454455555556,0.15049689666666663,0.0001680444444444444,0.04740673555555554,0.703837817222222,0.003984519444444444,0.009137022777777776,0.0001769105555555555,3.655722222222222e-05,6.463888888888887e-06,0.0,2.8888888888888884e-08,0.0,0.0,3.5577777777777764e-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-23,0.024286151875000068,0.114966626875,0.00019626187499999998,0.005181781250000001,0.8062925575,0.0044809475,0.04434134875,0.000202690625,4.0429375e-05,7.2199999999999995e-06,0.0,0.0,0.0,0.0,3.9843749999999994e-06,0.0,0.0,0.0,0.0,0.0,0.0
